prot,frac_under_70,frac_under_50
VSX1,0.7835616438356164,0.3561643835616438
HPCA,0.09844559585492228,0.05699481865284974
PP2BA,0.16506717850287908,0.07677543186180422
STAT2,0.24676850763807284,0.19623971797884843
FBX11,0.209277238403452,0.18338727076591155
ELOV1,0.06451612903225806,0.043010752688172046
NYX,0.25571725571725573,0.22453222453222454
EI2BG,0.28761061946902655,0.13716814159292035
HTRA2,0.36026200873362446,0.32096069868995636
P3H1,0.1480978260869565,0.08288043478260869
FOXP1,0.7104874446085672,0.5539143279172821
MS3L1,0.46641074856046066,0.39539347408829173
MCEE,0.22727272727272727,0.10227272727272728
TPM2,0.06338028169014084,0.0035211267605633804
LPIN2,0.5959821428571429,0.4921875
B4GA1,0.12530120481927712,0.01927710843373494
IFIH1,0.18536585365853658,0.13365853658536586
HHAT,0.02028397565922921,0.004056795131845842
GPIX,0.192090395480226,0.005649717514124294
CRYM,0.022292993630573247,0.0
RAB18,0.1796116504854369,0.1262135922330097
ROM1,0.1396011396011396,0.06837606837606838
HEMH,0.15130023640661938,0.14657210401891252
SPT16,0.3251318101933216,0.2478031634446397
REEP6,0.4075829383886256,0.12322274881516587
STABP,0.16037735849056603,0.11320754716981132
COG5,0.17044100119189512,0.11084624553039332
BAAT,0.028708133971291867,0.009569377990430622
SHAN3,0.6539572501444252,0.6320046216060081
HERC2,0.21348779478692595,0.13880844021514274
CFAB,0.10863874345549739,0.07460732984293193
PLCB1,0.17434210526315788,0.13980263157894737
KCNQ3,0.6353211009174312,0.5378440366972477
FGF17,0.2361111111111111,0.027777777777777776
KMT2C,0.7018937080024434,0.5870494807574832
AINX,0.35671342685370744,0.25851703406813625
MBTP2,0.09826589595375723,0.06358381502890173
VPS51,0.1815856777493606,0.10869565217391304
KISS1,0.7971014492753623,0.39855072463768115
TAB2,0.7676767676767676,0.6854256854256854
NICA,0.05500705218617771,0.022566995768688293
C1QBP,0.3617021276595745,0.2978723404255319
COAA1,0.7823529411764706,0.35
PA24A,0.18958611481975968,0.11882510013351134
T126B,0.20434782608695654,0.17391304347826086
IL31R,0.32650273224043713,0.23087431693989072
2A5D,0.27740863787375414,0.19767441860465115
PNPT1,0.12388250319284802,0.09323116219667944
NTRK1,0.2399497487437186,0.14949748743718594
FACR1,0.017475728155339806,0.003883495145631068
TAU,0.924802110817942,0.6569920844327177
ATLA3,0.10720887245841035,0.05545286506469501
RB,0.3620689655172414,0.21120689655172414
KDM6A,0.3783012134189864,0.35046395431834404
PAHO,0.4421052631578947,0.06315789473684211
CP19A,0.08946322067594434,0.05168986083499006
TINF2,0.5898004434589801,0.532150776053215
ARL3,0.054945054945054944,0.005494505494505495
DYHC2,0.054562340376131876,0.01137682841885303
STK19,0.40217391304347827,0.36141304347826086
PLPL2,0.3611111111111111,0.29365079365079366
CRBN,0.1425339366515837,0.08597285067873303
CAD23,0.10166964818127609,0.07334525939177101
GOSR2,0.08490566037735849,0.02830188679245283
PANK2,0.3649122807017544,0.34912280701754383
PCD19,0.4294425087108014,0.39198606271777003
FERM1,0.21565731166912852,0.12259970457902511
SMAD9,0.2462526766595289,0.2012847965738758
TF7L1,0.8520408163265306,0.6887755102040817
CF410,0.28515625,0.24609375
RMND1,0.37639198218262804,0.3674832962138085
DPYS,0.04238921001926782,0.011560693641618497
PRPF3,0.3601756954612006,0.20790629575402636
PRPH2,0.11849710982658959,0.05202312138728324
BAP1,0.5637860082304527,0.46227709190672156
TRFE,0.04154727793696275,0.027220630372492838
PITX2,0.7413249211356467,0.4195583596214511
BCS1,0.09307875894988067,0.002386634844868735
CRUM2,0.222568093385214,0.088715953307393
RAG1,0.20517737296260785,0.16682646212847554
NDUF7,0.15873015873015872,0.11791383219954649
GUC2C,0.21062441752096925,0.08014911463187326
RAE1,0.25267993874425726,0.2082695252679939
OREX,0.8244274809160306,0.0916030534351145
IDH3B,0.12987012987012986,0.12207792207792208
UBA5,0.1806930693069307,0.04702970297029703
VP13B,0.30929885629040277,0.1790154152163103
RFOX3,0.7083333333333334,0.4326923076923077
BBS4,0.24855491329479767,0.17341040462427745
GDIA,0.040268456375838924,0.013422818791946308
MYO16,0.4865446716899892,0.4176533907427341
SHFL,0.0859106529209622,0.01718213058419244
TA2R,0.15451895043731778,0.0728862973760933
P66B,0.657672849915683,0.4924114671163575
B3GL2,0.164,0.076
CO4A1,0.8645895745955662,0.7741162372678251
MSRB3,0.2760416666666667,0.07291666666666667
SYRM,0.0657439446366782,0.005190311418685121
NPHP1,0.2827868852459016,0.21174863387978143
FOXH1,0.6301369863013698,0.4438356164383562
FIBA,0.5762124711316398,0.4387990762124711
PKD2,0.4359504132231405,0.29132231404958675
UN13D,0.12660550458715597,0.07706422018348624
PEX14,0.5623342175066313,0.3183023872679045
TBB6,0.042600896860986545,0.017937219730941704
GRP1,0.35508155583437895,0.28858218318695106
CDAN1,0.36756316218418905,0.280358598207009
RHEB,0.059782608695652176,0.02717391304347826
NPRL3,0.4446397188049209,0.21968365553602812
MOCS1,0.24371069182389937,0.20754716981132076
SOX18,0.7291666666666666,0.4010416666666667
PGS1,0.1875,0.17119565217391305
XRCC2,0.14285714285714285,0.07142857142857142
G6PD,0.05631067961165048,0.015533980582524271
GALE,0.011494252873563218,0.0028735632183908046
IGF1R,0.25091441111923923,0.15947329919531822
GLCTK,0.08795411089866156,0.05162523900573614
CCN6,0.3248587570621469,0.2570621468926554
MANBA,0.022753128555176336,0.019340159271899887
KAD2,0.08368200836820083,0.04184100418410042
MA7D3,0.7545662100456622,0.632420091324201
MCM2,0.24336283185840707,0.13827433628318583
CHC10,0.7253521126760564,0.30985915492957744
WDR73,0.13756613756613756,0.03968253968253968
TPOR,0.3464566929133858,0.2346456692913386
TPRKB,0.005714285714285714,0.0
SFTA1,0.24193548387096775,0.10080645161290322
SETBP,0.9335839598997494,0.8627819548872181
PSPB,0.35170603674540685,0.1942257217847769
DAAF5,0.04093567251461988,0.02456140350877193
TASP1,0.17857142857142858,0.1261904761904762
PGAP2,0.08661417322834646,0.03543307086614173
ELF2,0.8397976391231029,0.7571669477234402
CHIN,0.14596949891067537,0.12418300653594772
ASSY,0.021844660194174758,0.0
ATL4,0.4441340782122905,0.38268156424581007
CLN5,0.22625698324022347,0.17597765363128492
SON,0.9154987633965375,0.8524319868095631
PF21A,0.6602941176470588,0.5970588235294118
DNAI2,0.16033057851239668,0.09256198347107437
TPO,0.5722379603399433,0.509915014164306
GFPT1,0.05150214592274678,0.04005722460658083
RUXE,0.10869565217391304,0.0
KCNE3,0.5436893203883495,0.10679611650485436
RENI,0.1748768472906404,0.10837438423645321
TECRL,0.18457300275482094,0.14600550964187328
SURF1,0.25,0.15
NOL3,0.5961538461538461,0.1778846153846154
ODAPH,0.7923076923076923,0.12307692307692308
S61A1,0.3739495798319328,0.04201680672268908
ZP2,0.3530201342281879,0.21208053691275167
PACS2,0.5185601799775028,0.4150731158605174
PEX12,0.19498607242339833,0.04178272980501393
INF2,0.4611689351481185,0.3867093674939952
MET,0.2079136690647482,0.1316546762589928
NMNA2,0.28338762214983715,0.23778501628664495
CHM2B,0.3051643192488263,0.15023474178403756
CLMP,0.34584450402144773,0.225201072386059
I17RA,0.42725173210161665,0.34295612009237875
CLP1,0.03529411764705882,0.01647058823529412
FAAA,0.002386634844868735,0.0
RRP44,0.10855949895615867,0.028183716075156576
GORAB,0.4715447154471545,0.34417344173441733
PROF1,0.014285714285714285,0.007142857142857143
KI3L1,0.36036036036036034,0.2725225225225225
BGH3,0.1054172767203514,0.07759882869692533
TSR2,0.3717277486910995,0.20418848167539266
KIF22,0.3593984962406015,0.26165413533834586
TX1B3,0.08064516129032258,0.04032258064516129
TEX11,0.11063829787234042,0.05
STN1,0.1358695652173913,0.059782608695652176
CXG2,0.5261958997722096,0.3325740318906606
VPS45,0.08421052631578947,0.05263157894736842
KLKB1,0.09717868338557993,0.06269592476489028
KCJ11,0.16153846153846155,0.12564102564102564
FMR1,0.439873417721519,0.3987341772151899
USB1,0.2,0.13962264150943396
SIX5,0.7794316644113667,0.6792963464140731
KCNE2,0.3252032520325203,0.008130081300813009
1433Z,0.05714285714285714,0.04081632653061224
VAPB,0.2962962962962963,0.205761316872428
GHRL,0.5982905982905983,0.24786324786324787
PLVAP,0.19004524886877827,0.11538461538461539
AGM1,0.016605166051660517,0.005535055350553505
GLGB,0.021367521367521368,0.011396011396011397
I36RA,0.03225806451612903,0.0
HCN4,0.5644222776392352,0.5286783042394015
SAP,0.34541984732824427,0.2099236641221374
FA20C,0.2996575342465753,0.2568493150684932
DNM3B,0.3376318874560375,0.32004689331770225
KLH10,0.07401315789473684,0.06414473684210527
HXK4,0.023655913978494623,0.002150537634408602
TXTP,0.2347266881028939,0.06752411575562701
CLIC5,0.4560975609756098,0.4024390243902439
TISB,0.7810650887573964,0.40828402366863903
IMDH1,0.021400778210116732,0.005836575875486381
FRITZ,0.2667560321715818,0.21045576407506703
AMPD1,0.17307692307692307,0.13333333333333333
MEF2C,0.7801268498942917,0.6025369978858351
WIPI2,0.32819383259911894,0.2356828193832599
HD,0.2262889879057925,0.1721833227243794
PER3,0.678601165695254,0.5953372189841799
KYNU,0.03655913978494624,0.008602150537634409
KCNKH,0.2891566265060241,0.23493975903614459
AIPL1,0.23958333333333334,0.15885416666666666
SET,0.3689655172413793,0.1482758620689655
AGK,0.08530805687203792,0.035545023696682464
ARI1B,0.7576028622540251,0.7316636851520573
CRX,0.7725752508361204,0.3411371237458194
DMP1,0.9610136452241715,0.7251461988304093
FUT8,0.07304347826086957,0.017391304347826087
KLOT,0.09782608695652174,0.05237154150197629
ISK5,0.28853383458646614,0.14661654135338345
IDS,0.08727272727272728,0.06909090909090909
ACSL4,0.03375527426160337,0.011251758087201125
CADH1,0.2437641723356009,0.16439909297052155
PTN11,0.15008431703204048,0.10792580101180438
RM44,0.15060240963855423,0.06927710843373494
CSF3R,0.3157894736842105,0.23086124401913877
VKOR1,0.05521472392638037,0.03067484662576687
DLP1,0.23057644110275688,0.13533834586466165
NCF1,0.17692307692307693,0.08205128205128205
TENA,0.2907769195820082,0.07314856883234894
CAC1A,0.5913806863527534,0.44533120510774143
PERI,0.3021276595744681,0.22340425531914893
DJB11,0.16759776536312848,0.10614525139664804
UCP3,0.8814102564102564,0.10897435897435898
PEX26,0.3081967213114754,0.1377049180327869
RB27A,0.167420814479638,0.13574660633484162
SOX2,0.7413249211356467,0.5110410094637224
CDC42,0.06806282722513089,0.0
RAD51,0.09144542772861357,0.05604719764011799
PARN,0.2237871674491393,0.19561815336463223
ETFD,0.06645056726094004,0.05834683954619125
ACTN4,0.11964873765093303,0.050493962678375415
FBLN4,0.14672686230248308,0.11738148984198646
VAC14,0.17902813299232737,0.1534526854219949
KHK,0.006711409395973154,0.0
TBB5,0.04504504504504504,0.02252252252252252
GNAI1,0.02824858757062147,0.005649717514124294
K2C6C,0.4858156028368794,0.425531914893617
AGRG6,0.3104013104013104,0.15233415233415235
SETX,0.6204706761299963,0.5461337317893163
LAS1L,0.5258855585831063,0.3896457765667575
CAV1,0.28651685393258425,0.0449438202247191
PTEN,0.21836228287841192,0.1687344913151365
CALM2,0.09395973154362416,0.020134228187919462
SDHF1,0.43478260869565216,0.12173913043478261
NDUA1,0.0,0.0
PDC10,0.08018867924528301,0.03773584905660377
INGR1,0.5419222903885481,0.41922290388548056
EIF3F,0.29971988795518206,0.23809523809523808
IQCB1,0.12876254180602006,0.05351170568561873
MYCD,0.7089552238805971,0.6311300639658849
NCYM,0.963302752293578,0.6880733944954128
PP1B,0.10091743119266056,0.07951070336391437
TRIPB,0.4128347650328449,0.19909044972208187
TRPV4,0.33180252583237657,0.25832376578645233
TR19L,0.6186046511627907,0.37906976744186044
MEF2A,0.7928994082840237,0.6765285996055227
RSPO4,0.3034188034188034,0.10256410256410256
PDLI3,0.5659340659340659,0.23626373626373626
ALG11,0.06097560975609756,0.012195121951219513
CDN1B,0.5959595959595959,0.2222222222222222
LMNA,0.3072289156626506,0.2605421686746988
TPC11,0.06619593998234775,0.02030008826125331
CO9,0.22182468694096602,0.1556350626118068
BIN1,0.45868465430016864,0.41652613827993257
MYLK2,0.4664429530201342,0.436241610738255
LIPH,0.06430155210643015,0.04434589800443459
CLPX,0.4913112164296998,0.325434439178515
PEX16,0.17559523809523808,0.03869047619047619
CLIC4,0.05928853754940711,0.039525691699604744
DOLK,0.06319702602230483,0.026022304832713755
OPSR,0.16483516483516483,0.1510989010989011
THBG,0.13734939759036144,0.1180722891566265
FRIH,0.04918032786885246,0.03278688524590164
RAB9B,0.11442786069651742,0.04975124378109453
KLH20,0.09359605911330049,0.06239737274220033
NLRP1,0.34758995247793617,0.26272912423625255
TRM7,0.14893617021276595,0.10030395136778116
RL10,0.004672897196261682,0.0
PRB3,0.9611650485436893,0.5307443365695793
SEM3E,0.20516129032258065,0.09161290322580645
COG2,0.16260162601626016,0.09349593495934959
ORC6,0.1865079365079365,0.14285714285714285
FYCO1,0.2753721244925575,0.18470906630581868
CRADD,0.18090452261306533,0.04020100502512563
SYLM,0.06201550387596899,0.042081949058693245
TGM5,0.06944444444444445,0.04722222222222222
NLRP3,0.1969111969111969,0.11003861003861004
REV3L,0.5897763578274761,0.4849840255591054
DP13A,0.24964739069111425,0.18335684062059238
ELN,0.9987277353689568,0.9834605597964376
PIEZ1,0.28599761999206663,0.182070606902023
NDUF5,0.15072463768115943,0.12753623188405797
PRLR,0.6141479099678456,0.4630225080385852
ELMD3,0.34120734908136485,0.24934383202099739
WNT7B,0.09455587392550144,0.02865329512893983
UNC80,0.4705340699815838,0.41190914671577655
S35A2,0.23484848484848486,0.17424242424242425
CO6A2,0.44553483807654565,0.3228655544651619
ATPD,0.20833333333333334,0.07142857142857142
SIAT9,0.21291866028708134,0.14114832535885166
SPHM,0.0398406374501992,0.021912350597609563
CY24B,0.031578947368421054,0.0017543859649122807
SCN5A,0.41517857142857145,0.2584325396825397
TNNC1,0.13043478260869565,0.037267080745341616
SPE39,0.3144016227180527,0.25963488843813387
NDUF3,0.3423913043478261,0.14130434782608695
DNJB6,0.5920245398773006,0.4233128834355828
PDE4D,0.47342398022249693,0.415327564894932
BCAT2,0.07653061224489796,0.06887755102040816
CCBE1,0.4802955665024631,0.31773399014778325
ITPR1,0.2095721537345903,0.1363306744017404
HCDH,0.0,0.0
IL21R,0.5799256505576208,0.42379182156133827
BBS5,0.15249266862170088,0.026392961876832845
TRIO,0.268324184694866,0.21375524701323861
SPD2B,0.6432491767288694,0.5828759604829857
TF3B,0.44903988183161003,0.30132939438700146
RET3,0.1210906174819567,0.061748195669607056
SGCA,0.2997416020671835,0.06976744186046512
DSRAD,0.4094616639477977,0.34991843393148453
DOXA2,0.165625,0.1125
FGF12,0.3374485596707819,0.24691358024691357
WBP2,0.4674329501915709,0.32950191570881227
GLE1,0.25644699140401145,0.16045845272206305
CNGA1,0.2768115942028985,0.2072463768115942
ZAP70,0.1518578352180937,0.11308562197092084
EDNRB,0.3438914027149321,0.24660633484162897
PGAP1,0.08134490238611713,0.033622559652928416
ZDHC9,0.20054945054945056,0.13186813186813187
ZNT2,0.2755417956656347,0.22910216718266255
DNJB2,0.5432098765432098,0.2993827160493827
P4HTM,0.2410358565737052,0.19123505976095617
KCNJ1,0.15601023017902813,0.03324808184143223
HPS6,0.22838709677419355,0.07225806451612904
DLX5,0.7785467128027682,0.35294117647058826
SFTA3,0.6914893617021277,0.44680851063829785
NFU1,0.3188976377952756,0.2204724409448819
ACHA,0.19294605809128632,0.11410788381742738
RNPC3,0.5183752417794971,0.3365570599613153
PRKN,0.20430107526881722,0.15698924731182795
ITF2,0.8290854572713643,0.7061469265367316
TRPM6,0.4188921859545005,0.3313550939663699
3BHS7,0.032520325203252036,0.024390243902439025
MYPR,0.2888086642599278,0.13357400722021662
ETFB,0.00392156862745098,0.0
LAMA3,0.1338133813381338,0.05160516051605161
HIKES,0.1116751269035533,0.01015228426395939
DCX,0.547945205479452,0.30684931506849317
CY561,0.06374501992031872,0.027888446215139442
CD2AP,0.6275430359937402,0.48982785602503914
ABCAC,0.4531791907514451,0.18073217726396917
MMP9,0.18528995756718528,0.11598302687411598
RN5A,0.06882591093117409,0.048582995951417005
FGD1,0.4953173777315297,0.42455775234131116
REPS1,0.6934673366834171,0.6017587939698492
NCF2,0.2661596958174905,0.17870722433460076
CL004,0.17391304347826086,0.08514492753623189
2AAB,0.04159733777038269,0.03161397670549085
ATNG,0.48484848484848486,0.045454545454545456
DC2L1,0.14245014245014245,0.02849002849002849
RFX6,0.5754310344827587,0.5204741379310345
PTH2,0.2346368715083799,0.1005586592178771
CY1,0.19076923076923077,0.15076923076923077
SNTA1,0.24356435643564356,0.16237623762376238
EXOC4,0.2618069815195072,0.1375770020533881
IRAK4,0.16956521739130434,0.12173913043478261
TREX1,0.3057324840764331,0.22929936305732485
LAP2A,0.5504322766570605,0.49135446685878964
CAH4,0.15705128205128205,0.13141025641025642
TNF11,0.31230283911671924,0.15457413249211358
SOST,0.568075117370892,0.03286384976525822
MPP3,0.22905982905982905,0.13333333333333333
ZN335,0.7496274217585693,0.5886736214605067
EDA,0.4398976982097187,0.3248081841432225
ACOX2,0.032305433186490456,0.010279001468428781
TNR1A,0.4175824175824176,0.3208791208791209
FHR5,0.14235500878734622,0.0351493848857645
GLRA1,0.17286652078774617,0.09846827133479212
SYPH,0.3035143769968051,0.23322683706070288
S52A1,0.16294642857142858,0.12276785714285714
XRP2,0.09142857142857143,0.05714285714285714
FBN2,0.18097527472527472,0.07726648351648352
G6PE,0.05941845764854614,0.03286978508217446
ANO3,0.2415902140672783,0.18246687054026503
SODC,0.0,0.0
U5S1,0.06275720164609054,0.04835390946502058
TGFB1,0.24615384615384617,0.08461538461538462
C1QA,0.31020408163265306,0.02857142857142857
ODBA,0.10561797752808989,0.08764044943820225
CNOT9,0.09364548494983277,0.06020066889632107
SLC31,0.11094890510948906,0.08467153284671533
SERPH,0.08373205741626795,0.07655502392344497
EED,0.1746031746031746,0.16780045351473924
FBXL4,0.15458937198067632,0.1288244766505636
TNNI2,0.2857142857142857,0.04395604395604396
ACHA2,0.2589792060491493,0.2381852551984877
CLCKB,0.08879184861717612,0.040756914119359534
HEM0,0.25894378194207834,0.09880749574105621
NDUF8,0.0945945945945946,0.04054054054054054
CEP76,0.12898330804248861,0.042488619119878605
CDCA7,0.5633423180592992,0.3746630727762803
CERS3,0.13838120104438642,0.0391644908616188
MGME1,0.34011627906976744,0.26453488372093026
HDAC8,0.03713527851458886,0.029177718832891247
RRAS2,0.1715686274509804,0.0784313725490196
TGFB2,0.24879227053140096,0.0966183574879227
ATP5E,0.0392156862745098,0.0
FGFR3,0.3250620347394541,0.228287841191067
ST14,0.19181286549707602,0.07134502923976609
HEM4,0.026415094339622643,0.011320754716981131
JAGN1,0.08743169398907104,0.01092896174863388
RS10,0.42424242424242425,0.2606060606060606
SCUB2,0.35835835835835833,0.16916916916916916
NDUV1,0.0603448275862069,0.05603448275862069
FGF10,0.32211538461538464,0.21153846153846154
CO5A2,0.8078719146097398,0.7004669779853235
NBAS,0.25179249261914805,0.11092366090257276
GRIK4,0.23430962343096234,0.1401673640167364
EI2BA,0.022950819672131147,0.0
FINC,0.393217601937828,0.16713766653209527
POMT2,0.08666666666666667,0.068
BMP15,0.3979591836734694,0.25
MPP4,0.29199372056514916,0.17896389324960754
SKAP,0.5886075949367089,0.34810126582278483
S27A4,0.03576982892690513,0.00933125972006221
NEP1,0.1598360655737705,0.12295081967213115
TF2H5,0.4225352112676056,0.056338028169014086
ARV1,0.2177121771217712,0.1033210332103321
TACO1,0.21212121212121213,0.08754208754208755
S5A2,0.03543307086614173,0.007874015748031496
ZFY16,0.6114359974009097,0.5705003248862898
MYOM1,0.39287833827893176,0.2747774480712166
BRPF1,0.4299835255354201,0.342668863261944
TMM43,0.08,0.0325
TPC12,0.4204081632653061,0.3945578231292517
GET3,0.3390804597701149,0.10632183908045977
RNF6,0.8102189781021898,0.618978102189781
NADE,0.019830028328611898,0.009915014164305949
GABT,0.076,0.07
CALM3,0.10738255033557047,0.020134228187919462
SMHD1,0.12069825436408978,0.04837905236907731
RUNX2,0.6928982725527831,0.5508637236084453
CHCH2,0.7284768211920529,0.2980132450331126
K1C17,0.30787037037037035,0.2222222222222222
ASM,0.16323296354992076,0.12836767036450078
MYG,0.012987012987012988,0.0
KAD7,0.17427385892116182,0.08437067773167359
ASPM,0.31032499280989356,0.20362381363244175
CP21A,0.06072874493927125,0.02834008097165992
HOGA1,0.09480122324159021,0.09174311926605505
WDR19,0.05067064083457526,0.00894187779433681
IL12B,0.08231707317073171,0.057926829268292686
ROA1,0.5134408602150538,0.4650537634408602
FA2H,0.12903225806451613,0.0967741935483871
PEX1,0.4084177708495713,0.24318004676539362
CEL2A,0.07063197026022305,0.040892193308550186
GP143,0.3341584158415842,0.23514851485148514
HBG2,0.013605442176870748,0.0
RNH2B,0.3108974358974359,0.14423076923076922
DYSF,0.20384615384615384,0.09951923076923076
ANGT,0.15051546391752577,0.07216494845360824
S22A5,0.0843806104129264,0.05206463195691203
PMEPA,0.8153310104529616,0.42160278745644597
ACADM,0.0831353919239905,0.07838479809976247
MSX2,0.6779026217228464,0.19101123595505617
SLIK1,0.27298850574712646,0.23419540229885058
ATF6A,0.7208955223880597,0.6134328358208955
RT14,0.2109375,0.046875
ASCC1,0.4475,0.3125
HDBP1,0.483695652173913,0.1956521739130435
RSPRY,0.1857638888888889,0.1527777777777778
WDR72,0.3811252268602541,0.30943738656987296
K2C71,0.4397705544933078,0.3652007648183556
DYH11,0.048715677590788306,0.016607617360496013
PLMN,0.14444444444444443,0.08395061728395062
PIGU,0.03218390804597701,0.0
CXA5,0.44692737430167595,0.3100558659217877
GNB5,0.035443037974683546,0.015189873417721518
FXRD1,0.10493827160493827,0.07407407407407407
PPT1,0.12091503267973856,0.032679738562091505
COQ7,0.1935483870967742,0.17050691244239632
IGF2,0.8222222222222222,0.2777777777777778
PERE,0.05454545454545454,0.03776223776223776
MIPEP,0.08415147265077139,0.06451612903225806
FANCE,0.2891791044776119,0.22388059701492538
RT22,0.18611111111111112,0.175
PORCN,0.08459869848156182,0.008676789587852495
CAC1G,0.5612116112747161,0.4640302902818679
ASH2L,0.31210191082802546,0.267515923566879
NOTC3,0.5812149935372685,0.23481258078414477
ACY2,0.019169329073482427,0.003194888178913738
TGIF1,0.7406483790523691,0.5261845386533666
NEUS,0.12195121951219512,0.06585365853658537
LHPL5,0.0776255707762557,0.0502283105022831
GATA1,0.7554479418886199,0.4963680387409201
PAX1,0.7659176029962547,0.6479400749063671
ISPD,0.12195121951219512,0.09090909090909091
IYD1,0.16608996539792387,0.09342560553633218
ACHA4,0.3668261562998405,0.2982456140350877
AMPD2,0.28100113765642776,0.2229806598407281
CCD78,0.5205479452054794,0.4315068493150685
2A5G,0.20038167938931298,0.1431297709923664
NFIB,0.5285714285714286,0.42142857142857143
LRP2,0.14629430719656283,0.05520945220193341
TRPC3,0.17822966507177032,0.08253588516746412
